Symbol,q1_max,q2_max,q3_max,q4_max,q1_mean,q2_mean,q3_mean,q4_mean,q1_min,q2_min,q3_min,q4_min,q1_std,q2_std,q3_std,q4_std
KIM,26.07,22.72,21.02,19.46,24.02806452,19.61507937,19.60873016,18.71984127,21.59,17.3,17.85,17.95,1.314610007,1.707927317,0.68656342,0.435299274
KLAC,95.8,108.93,106,112.45,88.06758065,99.83,95.4747619,105.4114286,78.42,91.51,88.14,100.35,5.399851754,3.84293025,4.525307638,2.704787188
KMB,135,133.91,128.66,123.11,126.1095161,130.1050794,122.1109524,116.6307937,114.36,126.72,116.51,109.87,7.531988923,1.974575392,2.644275445,3.312869481
KMI,22.94,21.75,20.69,19.1,21.85403226,19.88142857,19.48,17.9431746,20.94,18.42,18.4,16.76,0.518789447,1.019227818,0.533430771,0.652327904
KMX,68.6,65.03,75.93,76.81,64.96645161,60.40746032,66.66126984,71.34492063,58.87,55.37,63.37,64.13,2.711420955,2.657904807,3.235179853,3.938541925
KO,42.6,45.99,46.87,47.43,41.71,44.18428571,45.48619048,45.96777778,40.44,42.41,44.33,44.8,0.540415748,1.104437843,0.609786924,0.441699228
KORS,43.56,38.65,48.55,64.03,39.35177419,36.30777778,40.62984127,54.80619048,36.02,33.05,33.25,47,2.535827555,1.370054678,4.570877128,5.875830052
KR,34.91,30.78,24.63,28.25,31.945,28.36714286,22.52904762,23.28769841,28.69,22.29,19.94,19.96,2.15378641,2.725738982,1.260473176,2.711854476
KSS,51.88,40.76,46.34,56.87,40.81854839,38.33253968,41.00238095,46.025,37.41,35.32,36.63,40.69,2.324267448,1.309568962,2.797082417,4.341214617
KSU,90.38,104.65,112.07,113.44,85.71725806,93.75126984,104.9809524,106.6449206,80.82,86,101.51,101.47,2.391000318,5.598206652,2.059792281,3.071807219
L,47.82,48.14,49.19,50.65,46.74532258,46.83857143,47.58873016,49.4147619,45.68,45.76,45.12,47.95,0.510399129,0.582400087,0.851349009,0.624672449
LB,67.34,54.41,55.57,62.95,55.77016129,50.69539683,41.47952381,49.99293651,47.1,43.1,36.06,41.28,5.516565364,2.471820424,4.181357793,6.946936992
LEG,50.58,54.04,53.8,49.45,48.84467742,52.19126984,48.33793651,47.20777778,46.99,50.1,43.5,45.38,0.980835572,0.962651734,2.969275006,1.040143359
LEN,51.9314,52.8725,53.5294,64,46.6895871,50.67989048,51.37596667,58.64230476,42.0784,48.7549,48.8921,51.7843,3.115314391,1.027136974,1.281826669,3.404178709
LH,144.27,154.14,163.95,163.95,137.8227419,142.5385714,155.385873,153.8247619,129.07,137.51,149.47,147.99,4.992153899,3.848944496,3.129110785,4.010486197
LKQ,33.05,32.95,35.99,41.19,31.10548387,30.91730159,34.07460317,38.27611111,29.27,27.94,31.39,36.26,0.89002243,1.547219365,1.087220228,1.496346477
LLL,170.81,173.94,190.32,199.05,161.8274194,166.9,179.4928571,190.3652381,145.71,160.69,168.99,183.09,7.758631774,2.521889972,6.030493862,4.283597319
LLY,85.88,86.25,85.54,87.89,80.09532258,81.58380952,82.01650794,85.08619048,74.58,76.98,77.07,81.94,3.718853921,2.359376919,2.00349063,1.533075581
LMT,272.03,283.65,310.29,322.82,261.9001613,274.721746,298.4025397,315.2614286,250.9,266.98,278.92,306.6,6.765860417,5.118806735,8.519407629,4.088480614
LNC,73.08,68.77,74.34,78.54,68.37951613,66.11968254,70.56873016,75.66365079,63.34,63.23,65.22,73.14,2.492878005,1.52181976,2.365261011,1.387783452
LNT,40.12,42.18,43.6,45.18,38.365,40.47079365,41.5984127,43.58507937,36.86,39.1,39.56,41.38,0.983302815,0.90781784,1.128054572,0.982565557
LOW,83.53,86.06,79.94,92.94,76.54241935,81.7352381,76.57761905,82.66571429,70.95,76.07,72.56,76.65,4.49032756,2.877523497,1.914258649,4.218525853
LRCX,128.7,164.97,185.04,218.91,117.5516935,146.6287302,162.2560317,196.5026984,107.08,125.17,139.29,180.53,6.043847091,10.2048555,9.470111479,11.90340724
LUK,27.2,26.36,27.09,26.65,24.97725806,25.44873016,25.03047619,25.76531746,22.85,24.39,22.27,25.05,1.373834134,0.596712748,1.410536879,0.428793199
LUV,58.88,62.14,64.24,66.09,53.77919355,58.18444444,56.12206349,58.80920476,49.46,53.07,50.71,53.25,2.732185397,2.534175935,3.727479542,4.22043109
LYB,96.38,90.69,99.78,111.16,91.26596774,83.05,89.9431746,103.7268254,86.88,78.91,83.05,97.26,2.387614531,3.106007706,4.336618582,3.892088263
M,35.84,30.01,24.2,26.85,30.90032258,25.62206349,21.97333333,21.93738095,27.93,21.6,19.49,17.53,1.692602001,3.186106006,1.213141749,2.673534247
MA,112.83,125.9,142.49,154.19,109.6104839,118.6249206,132.3292063,148.6985714,105,111.22,120.78,141.82,2.134512212,4.365171124,5.966307634,3.021400475
MAA,102.73,110.32,109.11,108.8,98.86048387,102.9655556,104.9285714,103.7992063,93.78,98,99.59,98.77,2.423952488,3.741682724,2.575391519,2.650837544
MAC,72.69,66.45,61.23,66.77,67.24854839,60.62460317,56.05746032,61.18571429,62.84,56.8,52.72,54.19,2.65733371,3.101865113,2.425555452,4.243477239
MAR,94.64,110.06,110.26,136.57,86.84725806,100.0693651,103.0790476,122.7726984,81.78,91.06,97.84,108.82,3.38511165,5.692714323,3.006303976,7.411313541
MAS,34.66,39.14,39.02,44.24,33.41258065,36.57666667,37.68460317,40.62968254,31.93,33.08,36.3,38.61,0.762659143,1.793869489,0.814503263,1.847812978
MAT,31.56,25.73,21.63,18.81,26.78306452,22.59634921,17.87515873,15.84746032,24.96,19.99,14.52,13.04,2.072281224,1.561628907,2.372076633,1.552631448
MCD,129.61,154.8,161.53,174.2,125.478871,144.5261905,156.7312698,167.9315873,119.48,129.29,151.85,156.86,3.238045406,8.432326321,2.248393327,4.617292254
MCHP,74.52,86.86,91.01,95.36,70.50709677,78.64095238,83.84079365,90.45761905,62.59,72.15,75.81,85.47,3.476801049,3.936217979,3.805046438,2.535484756
MCK,152.53,167.61,168.12,162.6,146.4664516,151.6125397,156.1131746,148.1439683,136.74,135,146,135.02,4.165723953,11.21663065,7.206521201,7.57825849
MCO,113.56,122.25,139.21,152.57,107.2377419,117.0298413,131.4301587,146.5390476,94.67,111.38,122.02,140.21,6.019107123,2.855590155,4.690462695,3.572095127
MDLZ,45.38,47.19,44.24,43.42,44.31370968,45.08952381,42.46444444,41.98666667,42.5,43.05,40.05,39.3,0.645336953,0.99971194,1.423978726,0.952314667
MDT,83.3,89.3,88.9,83.5,78.11290323,84.32285714,83.02634921,80.08920635,70.61,80.01,77.71,76.93,3.507168484,2.991201845,3.070685697,1.739401363
MET,56.15,55.06,56.17,55.73,53.48983871,52.04587302,50.96047619,52.67769841,51.39,49.81,46.68,50.56,1.085981451,1.136219872,3.56774051,1.140298428
MGM,29.79,34.16,34.27,34.22,27.73032258,30.91396825,32.16888889,32.22349206,25.43,27.12,30.3,29.69,1.367233617,1.94034794,1.003040718,1.327291881
MHK,231.9,246.65,259.69,284.82,219.7451613,235.9661905,248.9734921,268.296746,201.74,227.15,238.34,249.04,10.15149407,5.333748736,4.590915349,9.301915999
MKC,102.02,105.92,102.64,104.48,96.83548387,101.2004762,96.39301587,99.6431746,89.79,95.36,92.07,93.99,3.381318337,2.384132647,1.853455043,2.097855914
MLM,242,239.85,228.1,221.04,220.5983871,226.248254,211.4050794,209.3855556,207.04,210.11,195.54,201.51,8.830137513,7.338497372,10.53074345,4.905710885
MMC,75.14,80.27,84.22,85.97,71.45774194,75.51349206,79.26301587,83.12119048,67.41,71.88,76.88,80.62,2.806872958,2.438974638,2.065167833,1.176589767
MMM,193.01,213.36,213.76,243.14,183.4533871,200.0095238,207.3342857,230.108254,174.18,188.65,199.03,212.76,6.468368164,7.821918218,3.942008541,8.315633458
MNST,48.04,51.99,56.67,64.23,44.68225806,48.16984127,53.92,59.89634921,41.44,44.56,49.51,55.14,1.866227385,2.461018339,2.029342814,3.287998362
MO,76.45,77.71,74.61,73.9,72.37,73.16126984,66.65857143,67.0084127,67.51,70.22,61.22,62.55,2.727351444,2.285046405,4.545765792,3.374126031
MON,115.51,118.75,120.01,122.42,110.6753226,116.6912698,117.6650794,118.9784127,105.05,113.93,116.48,115,2.970552589,0.944494219,0.937026651,1.907930145
MOS,34.02,29.19,24.54,25.66,30.87193548,24.54619048,21.65126984,22.97746032,28.6,21.87,19.39,20.85,1.578887177,2.35927916,1.656429791,1.470204033
MPC,52.93,55.03,64.75,66.84,49.78419355,51.65619048,53.81984127,61.20261905,47.71,48.19,49.45,55.72,1.067357006,1.609575609,2.28010858,3.575794955
MRK,66.58,66.16,66.16,64.6,63.58080645,63.79396825,63.37285714,58.10015873,59.92,61.89,56.23,54.1,1.942625651,1.075818578,1.488089735,3.828959891
MRO,18.18,16.6,16.02,17.26,16.40322581,13.99142857,11.94436508,14.84952381,14.61,11.35,10.77,13.49,0.931888219,1.53987207,0.881574147,1.050786846
MS,46.83,45.72,48.31,53.85,44.3733871,43.12031746,46.38206349,50.57071429,41.58,40.69,44.01,48.1,1.638548882,1.231885479,1.111253519,1.64337572
MSFT,65.86,72.52,75.44,86.85,64.08629032,68.64825397,73.04587302,82.03031746,62.3,64.95,68.17,74.26,0.9738587,2.03642994,1.589526847,3.559114591
MSI,86.22,88.64,92.21,94.53,81.73580645,84.83793651,87.53650794,91.06301587,77.34,80.83,83.02,85.64,2.18447619,1.857847487,2.146670459,2.049957226
MTB,172.21,163.36,166.54,173.9,161.831129,157.7806349,157.1107937,165.92,152.68,147.93,142.47,157.1,5.331703233,3.556332323,6.525275251,4.825826354
MTD,486.9,601.16,635.17,689.11,457.0820968,547.8549206,600.5246032,639.7679365,414.52,473.87,571.25,606.8,25.9140865,44.8363701,19.39869307,20.14483318
MU,28.97,32.5,39.33,49.68,24.42258065,29.26349206,31.62031746,43.0768254,21.71,26.57,27.49,39.37,1.923868145,1.802679152,2.689514267,2.513870442
MYL,45.28,40.09,39.49,42.31,40.31185484,38.37396825,33.94603175,38.22587302,35.81,36.72,29.63,32.39,2.551114869,0.891939785,3.493642862,2.002523114
NAVI,16.85,16.65,16.81,14.96,15.32991935,15.08626984,14.58349206,12.63388889,13.92,13.64,13.14,11.62,0.790237821,0.782306849,1.028136678,0.693571545
NBL,40.3,35.36,29.71,29.54,37.02048387,31.1452381,26.30174603,27.37761905,32.82,27.76,23.02,25.54,2.342982846,2.400666478,1.955490649,1.105525294
NCLH,51.64,55.78,59.46,59.16,48.52258065,51.63888889,55.94222222,55.34555556,42.79,47.47,52.83,52.81,2.386919914,2.375749872,1.588664934,1.635346247
NDAQ,72.18,71.63,77.63,79.27,69.64225806,68.96555556,74.54507937,75.69650794,66.68,66.73,71.06,71.97,1.529309733,1.403454009,1.882011512,2.249758524
NEE,132.8,144.23,154.1,159.25,125.7606452,136.7130159,146.6,154.4277778,118.35,128.72,138.82,146.74,4.916919224,4.677525757,3.583951685,3.22603594
NEM,37.94,35.51,39.6,38.59,34.92887097,33.68031746,36.31746032,36.77428571,32.4,32.23,31.89,34.59,1.600268528,0.767702833,2.012376198,0.954650273
NFLX,148.06,165.88,189.08,202.68,140.3095161,153.8355556,174.4003175,192.5538095,127.49,139.76,146.17,177.01,4.951143742,7.052626319,11.32845888,5.431155176
NFX,43.67,37.14,29.84,33.31,38.90403226,32.93126984,26.88047619,30.33293651,33.36,27.4,24.51,27.81,3.345547302,2.989195324,1.456434476,1.199407661
NI,24.09,26.44,27.23,27.58,22.88016129,24.92047619,26.29952381,26.55293651,21.84,23.66,25.17,24.66,0.716406085,0.918737613,0.594500139,0.734259356
NKE,58.68,59,60.14,64.81,55.24967742,53.94365079,56.13253968,57.49070635,51.98,51.1,51.85,50.83,2.000595786,1.543024158,2.853800504,4.404062016
NLSN,45.5,42,43.25,41.76,42.79951613,39.71111111,39.9268254,38.00079365,40.54,37.14,37.16,35.67,1.55892715,1.36157062,1.527593327,1.891119571
NOC,248.6,261.27,287.72,310.47,237.5470968,250.1569841,269.1595238,300.334127,226.96,236.1,257.7,289.9,5.842164821,6.967325037,6.715879936,5.375310234
NOV,41.74,39.68,36.3,36.03,38.96854839,34.50714286,32.66333333,33.82666667,37.4,31.64,29.94,31.51,0.996519923,2.19572343,1.862123311,1.258388627
NRG,18.73,18.9,25.86,29.49,16.57983871,16.76730159,23.64412698,27.21412698,12.3,14.6,16.12,24.77,1.484819901,1.185895886,2.493214427,1.48547661
NSC,123.53,124.5,143.72,145.91,116.94,117.52,121.8650794,134.2765079,106.99,111.58,112.48,126.42,4.842645599,3.136343155,6.036629286,6.00825109
NTAP,43.01,41.65,44.86,58.58,39.42516129,39.85857143,41.28428571,50.19174603,35.23,37.97,37.98,43.42,2.510314945,0.817596511,2.226515949,6.082397538
NTRS,90.49,97.21,98.98,100.32,86.94177419,89.9252381,90.33206349,95.27873016,82.67,85.03,86.51,91.1,2.362218688,3.235065367,3.785698537,2.45984165
NUE,64.72,62,60.92,64.73,61.08758065,58.64460317,56.52984127,58.49603175,56.93,54.6,53.48,54.79,1.906947338,1.809770815,2.212099056,2.79118748
NVDA,119.13,159.94,187.55,216.96,106.4301613,127.0452381,166.2857143,198.6855556,97.67,95.49,139.33,179,5.214367444,22.59882725,9.13507309,10.32087452
NWL,49.6,54.85,53.9,43.9,47.42806452,50.70269841,48.67095238,34.47428571,44.23,45.48,30.81,27.97,1.108260842,3.232869596,4.726854548,5.757098203
NWS,13.7,14.3,14.85,16.9,12.88790323,13.46269841,13.91428571,15.26190476,12.05,12.7,13.3,13.55,0.424909391,0.481845265,0.454229991,1.224142698
NWSA,13.33,13.85,14.43,16.59,12.52435484,13.07746032,13.53,14.96634921,11.69,12.33,13,13.18,0.439077352,0.44914962,0.427177534,1.250479007
O,63.19,62.07,59.9,57.8,59.76790323,57.0947619,57.32174603,55.98936508,57.15,53.21,53.6,53.44,1.240631961,2.599849783,1.305333402,0.973182132
OKE,58.83,56.33,56.88,56.7,54.99629032,51.73857143,54.00380952,53.36738095,52.2,47.41,50.36,50.02,1.605377473,2.366573579,1.880005515,1.965992292
OMC,87.39,86.17,83.24,76.37,85.31419355,83.38396825,77.06507937,71.73825397,84.09,80.28,71.73,65.52,0.745602514,1.236470705,3.523090136,3.208093364
ORCL,45.73,50.95,52.8,50.9,41.63806452,45.57460317,49.75444444,49.05087302,38.45,44,47.92,47.28,2.142043485,1.863475616,1.285775501,0.977750685
ORLY,282.81,269.28,220.41,251.07,270.93,244.9295238,197.9952381,223.3244444,254.35,216.04,172.85,202.72,6.393735664,13.69013813,11.08152747,15.61954573
OXY,72.27,65.06,65.19,73.7,66.52677419,61.2115873,60.90031746,67.8718254,62.06,58.02,58.68,63.91,2.619379087,1.52527333,1.620259804,2.884846435
PAYX,62.86,61.13,60.35,70.25,60.77080645,58.71634921,57.10888889,65.62777778,57.57,56.69,54.24,59.81,1.488797841,1.018785332,1.420188664,2.318555198
PBCT,19.69,18.1,18.14,19.26,18.91580645,17.37888889,17.25349206,18.52103175,17.77,16.57,16.07,17.71,0.474384151,0.412056648,0.507114413,0.372728777
PCAR,70.07,68.06,72.69,74.92,67.56596774,64.8147619,67.65857143,70.94984127,65.07,62.32,63,66.69,1.162286412,1.680016184,2.465113919,1.981128297
PCG,67.86,69.22,71.56,69.2,63.76048387,67.34349206,68.52936508,56.0122873,60.07,65.33,65.04,44.45,2.550027597,1.031238151,1.609919727,6.172935702
PCLN,1789.2,1911.13,2049,1942.11,1649.484194,1832.806349,1896.753175,1811.214603,1477.57,1738.77,1789.91,1645.72,95.25900939,48.43660833,80.65190724,91.38943838
PDCO,45.89,47.93,47.51,39.86,43.38887097,45.08015873,39.91936508,36.50492063,40.31,42.51,36.27,33.38,1.67933838,1.578713739,2.781545099,1.559795141
PEG,45.98,45.68,47.3,53.07,44.15096774,44.19746032,45.29809524,50.39460317,43.06,42.7,41.85,46.25,0.744326541,0.73581416,1.570387108,1.726394551
PEP,112.45,118.01,119.1,119.92,107.288871,114.7126984,115.5165079,114.1980952,101.55,111.58,111.1,109.12,3.461775866,2.075992733,1.788225971,3.439882245
PFE,34.63,34.34,35.99,37.2,33.23129032,33.23873016,33.87507937,35.93936508,31.15,31.75,32.67,35.06,1.104915224,0.732185179,0.9704021,0.507456888
PFG,64.2,65.88,67.37,71.76,60.99532258,63.43571429,64.32666667,68.89253968,57.09,60.55,59.92,64.92,2.195074007,1.261493884,1.855877325,1.757896441
PG,91.67,90.8,94.4,93.14,88.67080645,88.14809524,91.04460317,89.93412698,83.49,85.87,86.7,86.05,2.595440073,1.434620167,2.176253681,2.139090578
PGR,40.31,44.83,48.89,56.51,38.15774194,41.53301587,46.77111111,51.73380952,35.53,38.87,43.73,48.09,1.471447842,1.996389188,1.35101767,2.787368066
PH,160.32,165.22,177.11,199.69,151.8030645,158.4590476,164.1949206,185.911746,140.78,152.29,155.15,176.16,6.13076536,2.693966804,6.056538954,6.805497905
PHM,23.83,24.53,27.33,34.44,21.54112903,23.33777778,25.31619048,31.05404762,18.46,22.15,24.16,26.85,1.701708982,0.653673107,0.753438202,2.572262067
PKG,96.62,112.77,119.28,120.92,91.68983871,100.6938095,111.8638095,116.0464286,85,90.02,106.51,109.23,3.046010286,6.257045945,3.00593361,2.949019852
PKI,58.06,68.45,69.94,73.84,54.53145161,62.12333333,67.08492063,71.75412698,51.57,56.95,62.95,69.36,1.912784295,3.528431069,1.946700163,1.217118006
PLD,54.11,59.19,65.29,67.4,50.8783871,55.67984127,61.61460317,65.30944444,48.44,52.24,56.94,63.01,1.402246668,1.748373892,2.265756176,1.148968019
PM,114.01,122.9,121.62,115.17,103.1741935,115.8157143,116.362381,106.5560317,90.4,109.62,111.01,102.05,8.14941767,4.068270899,2.220158897,3.813187025
PNC,130.85,125.25,134.77,146.26,122.4859677,120.6192063,128.3569841,138.1860317,113.93,115.8,120.71,132,4.081151581,2.266989123,3.070543524,4.691724884
PNR,63.07,67.73,69.19,71.17,59.49306452,65.07238095,64.04063492,69.60698413,56.57,62.16,60.74,67.47,1.674351931,1.524557804,2.371198059,0.844260766
PNW,84.2,89.22,90.75,91.81,79.92870968,86.14412698,87.5931746,88.28698413,76.44,83.51,84.2,84.29,2.592903609,1.703182633,1.940748796,2.010047853
PPG,106.83,111.57,113.6,118.67,101.2512903,108.194127,106.4879365,115.3485714,95.25,104.42,100.73,111,2.915231613,2.211694457,3.249910251,1.728542979
PPL,37.7,40.06,39.83,38.37,35.76870968,38.67349206,38.6668254,35.92025556,33.94,37.11,37.36,30.76,1.175564718,0.818736554,0.582084201,2.139305921
PRGO,87.23,76.5,89.01,88.58,76.04209677,71.70571429,77.76857143,85.88126984,66.39,66.14,66.37,80.7,6.071643615,3.010529218,5.69842051,2.010117548
PRU,113.82,109.13,115.23,117.15,107.9085484,106.1684127,106.8625397,112.2679365,103.92,102.92,98.65,107.28,2.867962004,1.779800828,4.604674332,2.928700118
PSA,229.33,231.19,218.31,218.56,221.4977419,215.021746,206.7049206,211.356627,213.29,205.53,196.29,203.72,4.50517823,7.309427527,5.376210403,3.096968964
PSX,87.26,82.69,91.8,102.06,80.55758065,78.5047619,84.70396825,95.06928571,76.84,75.33,80.89,90.24,2.740891733,1.605683311,2.843966755,3.504414251
PVH,103.84,114.5,129.6,137.56,92.51548387,103.6920635,121.8474603,130.6368254,85.48,97.47,110.88,122.74,3.97745766,3.836596761,5.540525178,4.59256546
PWR,38.47,36.48,37.59,39.5,36.5166129,33.30968254,35.06253968,37.51611111,34.14,30.66,32.67,35.35,1.196448218,1.867662821,1.459171183,1.084950365
PX,120.36,136.62,141.06,156.36,117.5687097,128.245873,133.2887302,148.3647619,115.67,117.47,127.44,139.9,1.076876911,6.046937011,2.883104002,4.795811296
PXD,198.9,190.44,163.94,173.99,185.5035484,170.967619,143.7533333,154.0419048,174.95,154.27,127.94,142.24,5.196437335,9.740797098,13.53143032,7.986133114
PYPL,43.54,54.39,65.08,78.57,41.83693548,49.14587302,59.90492063,72.31015873,39.31,42.49,52.87,64.01,1.121652161,4.043180493,2.773362855,3.732022928
QCOM,66.88,59.28,56.81,68.91,58.02016129,55.86555556,52.88555556,60.64333333,52.66,52.5,49.64,51.01,4.127452075,1.921803402,1.71355674,6.16675138
QRVO,69.08,79.06,75.49,80.82,64.25145161,71.49936508,69.75611111,72.88365079,52.9,63.32,63,65.23,4.485314415,4.345602105,2.706271308,4.546803663
RCL,100.32,113.91,124.46,129.23,93.51951613,106.1571429,116.9798413,123.7469048,83.87,94.36,108.57,119,5.115265302,6.035603086,4.303237151,2.263692464
RE,239.15,258.12,271.12,240.51,228.3630645,246.832381,252.0461905,225.4896825,216.04,230.63,211.94,210.36,7.324635187,8.322823597,17.81293644,7.655951505
REG,71.7,68.49,67.3,70.37,68.53935484,63.14825397,64.39349206,66.0284127,62.58,58.96,61.4,61.55,2.126257291,2.555438565,1.558519933,2.466044375
REGN,397.8,526.53,521.22,469.95,370.663871,437.6079365,475.838254,404.9993651,340.75,366.06,431.38,358.63,13.32162674,49.70883001,26.29965519,30.61993926
RF,15.91,14.66,15.23,17.49,14.755,14.07650794,14.37968254,15.98944444,13.78,13.34,13.17,14.78,0.497369309,0.341435106,0.440783643,0.87158648
RHI,50.91,48.99,50.41,57.04,48.32048387,46.75285714,46.1931746,53.20396825,46.23,44.49,43.24,48.74,0.914617948,1.000368365,2.233686975,2.209122976
RHT,86.73,99.42,110.86,129.44,79.46919355,89.23412698,102.3326984,122.5738095,70.12,84.68,94.79,111.93,4.549912375,3.637337574,4.567084976,3.937296612
RJF,81.04,80.71,85.37,90.64,76.32806452,75.50666667,80.88920635,86.42761905,69.68,71.78,74.81,82.79,2.476756763,2.235747692,2.535569734,2.110342973
RL,91.15,84.05,92.15,103.69,82.53322581,75.00412698,82.37047619,92.3302381,75.98,66.11,70.53,85,4.674981467,5.339429302,7.253434654,5.662347657
RMD,72.95,78.91,81.38,86.44,69.10790323,71.54619048,76.49587302,82.61492063,61.87,67.46,72.44,76.14,3.455553922,3.488806261,2.255732221,3.357461538
ROK,156.47,164.09,178.21,200.83,149.4309677,157.7373016,166.4339683,190.6274603,137.74,148.43,159.57,180.7,5.865208537,3.538684924,5.417236392,4.868367935
ROP,213.93,235.25,246.56,267.21,200.4754839,221.3887302,234.8907937,256.714127,184.93,205.01,227.79,247.8,10.40430801,9.127110713,4.531740498,4.126945146
ROST,69.15,66.05,64.84,80.96,66.83306452,62.41222222,57.5368254,69.93301587,65.11,55.97,53.03,62.91,1.126290282,2.613765325,3.131167888,6.476977998
RRC,35.71,29.9,23.49,20.58,30.88483871,25.21142857,19.32746032,17.98968254,26.8,21.22,16.58,15.63,2.858356596,2.430936934,1.975429695,1.315785021
RSG,63.69,65.11,66.94,67.61,59.83016129,63.31063492,65.00301587,64.46952381,56.42,61.25,63.58,62.33,2.524329804,0.848771167,0.935256796,1.364594266
RTN,156.97,164.26,186.58,191.38,150.4551613,158.492381,176.1988889,186.4912698,142.9,149.95,162.57,179.58,3.714089585,4.160093716,6.709256752,2.568068492
SBAC,120.37,138.69,153.55,172.35,110.4504839,129.9354762,142.371746,158.8593651,102.6,119.08,133.6,142.87,5.660387645,5.371110049,6.055160566,8.782215694
SBUX,58.7,64.57,59.5,59.7,56.58774194,60.46634921,55.41238095,56.59412698,53.87,57.51,52.7,53.81,1.270990861,1.784859533,1.915933794,1.620702391
SCG,73.28,71.22,67.15,49.85,69.01887097,67.13619048,61.26746032,44.70587302,65.35,64.88,48.49,37.39,1.978919315,1.719136532,3.774092913,3.147021959
SCHW,43.53,43.01,44.04,52.28,41.29096774,40.03269841,41.51920635,46.97809524,39.17,37.53,38.11,43.27,0.992367115,1.45521776,1.658764894,3.120713761
SEE,50.22,46.41,46.12,49.66,47.01032258,44.12253968,44.29539683,45.94793651,43.3,42.3,41.72,43.01,1.789449927,0.91420681,1.147397933,1.978738731
SHW,315.36,361.03,359.72,414.34,302.1548387,335.2301587,344.2068254,394.397619,274.54,308.35,328.97,359.43,12.77784593,15.15197416,8.72409175,11.29066339
SIG,95.63,68.64,69.75,76.58,74.78741935,61.33587302,61.52634921,61.12301587,63.25,47.88,51.89,49.8,7.591702316,5.419118675,4.409781394,7.512986528
SJM,141.92,131.08,123.18,125.27,135.9170968,126.3698413,114.2377778,111.1101587,128.01,118.02,104.24,99.99,3.940218179,3.011475628,6.977049114,7.81784301
SLB,87.48,79.65,69.76,69.32,81.76612903,71.65952381,66.11619048,64.79603175,76.96,65.25,62.88,61.31,2.891147231,4.112294873,2.000265651,2.423292575
SLG,113.75,109.73,107.52,105.01,108.9367742,105.2698413,100.18,100.5655556,104.62,101.03,95.45,94.15,2.305293818,2.315978503,2.981075796,2.98509025
SNA,181.53,175.26,159.02,175.88,172.0667742,163.6547619,150.2479365,161.6820635,164.91,153.24,141.51,147.9,4.116051655,5.798411589,4.292413096,8.33185747
SNI,82.46,78.18,88.05,86.28,77.29774194,70.4147619,82.30666667,82.64761905,72.37,65.89,67.02,78.07,2.231675412,4.07315676,7.143431226,2.287424044
SNPS,72.26,76.12,81.15,90.51,66.92193548,73.56309524,77.57904762,86.51349206,59.37,70.93,72.12,81.18,4.730262128,1.414162361,2.300358818,2.462703182
SO,51.01,51.71,50.64,53.25,49.41903226,50.13571429,48.48063492,50.9531746,47.8,47.88,46.78,48.05,0.793687616,0.719152086,0.980917729,1.234804184
SPG,186.83,174.73,166.37,171.74,178.658871,162.8034921,159.7009524,162.3979365,165.4,152.26,153.23,154.99,6.735618828,6.762875929,3.101727258,4.143555493
SPGI,132.59,149.4,156.82,172.57,124.3190323,138.8509524,151.945873,163.2561111,108.39,128.28,145.72,155.5,7.116449822,6.440816847,2.58794079,4.800732088
SRCL,85.76,87,82.76,72.69,80.34096774,82.16460317,73.57619048,67.88873016,73.71,76.32,69,62.5,2.853623357,3.09674586,2.921507249,3.106875047
SRE,112.47,117.5,120.06,122.23,106.1559677,113.0850794,115.7187302,115.9431746,100.82,109.44,110.53,106.91,3.877290105,2.117000216,2.69847298,3.915869213
STI,61.39,58.16,59.77,66.03,57.30258065,55.56507937,56.51190476,61.05761905,53.84,53.37,52.3,56.79,2.005609294,1.394961987,1.479606374,2.890737552
STT,82.93,89.73,95.95,99.29,79.31129032,83.17285714,93.11539683,95.5952381,75.97,77.3,90.2,90.28,1.832502082,3.817795525,1.532783495,2.857307472
STX,49.48,50.51,39.76,42.99,44.38435484,43.64142857,33.9747619,38.20301587,36.34,38.75,30.95,33.5,4.126866243,2.747568343,2.880512307,2.867200858
STZ,164.61,193.73,204.62,228.57,155.8662903,177.9944444,197.8985714,216.1604762,146.75,161.4,191.73,199.08,5.242647071,6.708954723,3.437519669,6.312812478
SWK,132.87,143.05,152.3,170.03,125.4372581,137.1479365,143.8255556,163.6739683,115.75,130.57,137.07,154.53,4.753370562,3.414725776,4.267986523,4.555554405
SWKS,99.11,111.01,109.55,116.33,91.27612903,102.5761905,103.7407937,104.3003175,74.57,95.95,95.34,94.09,7.6456177,3.306412845,2.869860231,6.090243644
SYF,37.93,33.9,31.19,38.97,35.87387097,29.64539683,29.91063492,34.21928571,32.74,26.5,28.55,30.64,1.157381662,2.478376046,0.671094131,2.658522792
SYK,132.83,144.7,147.8,159.74,126.3245161,137.2152381,143.3639683,152.5814286,117.75,129.93,138.22,143.51,4.549203021,4.392259635,2.730747587,3.76969232
SYMC,30.83,33.14,34.16,33.92,28.36395161,30.25507937,30.48206349,29.90706349,24.01,28.06,27.47,27.36,1.884868378,1.201551246,1.859992333,2.001896608
SYY,55.68,55.73,54.39,62.64,52.99435484,53.3968254,52.02888889,56.68190476,51.2,49.27,49.11,52.59,1.123967827,1.68083104,1.366599395,2.95933725
